中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
144.24.175.174,443,2a0b:21c0:1007:1c8:0:2c79:d317:da3b,DE,Frankfurt,隧道,161 ms,141 Mbps,18124 kB/s,18124.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,152 ms,139 Mbps,17817 kB/s,17817.0
152.70.60.159,443,2a0b:21c0:100a:1b0:0:9649:1e63:4afc,DE,Frankfurt,隧道,144 ms,134 Mbps,17203 kB/s,17203.0
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,154 ms,130 Mbps,16691 kB/s,16691.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,128 Mbps,16486 kB/s,16486.0
129.146.7.98,443,2a09:bac5:60e9:183c::26a:b4,US,Los Angeles,隧道,19 ms,128 Mbps,16384 kB/s,16384.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,169 ms,126 Mbps,16179 kB/s,16179.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,122 Mbps,15667 kB/s,15667.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,59 ms,57 Mbps,7342 kB/s,7342.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,248 ms,56 Mbps,7225 kB/s,7225.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,64 ms,49 Mbps,6368 kB/s,6368.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,119 ms,48 Mbps,6232 kB/s,6232.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,157 ms,47 Mbps,6044 kB/s,6044.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,148 ms,46 Mbps,5966 kB/s,5966.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,44 Mbps,5687 kB/s,5687.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,155 ms,39 Mbps,5088 kB/s,5088.0
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,141 ms,39 Mbps,5066 kB/s,5066.0
130.162.144.191,443,2a09:bac5:4732:1a14::299:50,KR,Seoul,隧道,152 ms,39 Mbps,5003 kB/s,5003.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,138 ms,38 Mbps,4921 kB/s,4921.0
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,167 ms,37 Mbps,4767 kB/s,4767.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,192 ms,36 Mbps,4712 kB/s,4712.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,166 ms,36 Mbps,4641 kB/s,4641.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,175 ms,33 Mbps,4304 kB/s,4304.0
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,258 ms,29 Mbps,3833 kB/s,3833.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,151 ms,26 Mbps,3351 kB/s,3351.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,25 Mbps,3247 kB/s,3247.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,174 ms,12 Mbps,1617 kB/s,1617.0
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,173 ms,3 Mbps,508 kB/s,508.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,199 ms,3 Mbps,413 kB/s,413.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,165 ms,1 Mbps,213 kB/s,213.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,88 ms,0 Mbps,101 kB/s,101.0
129.146.46.164,443,129.146.46.164,US,274 Mbps,35123 kB/s,,,,
